TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA
1053,2,C,HOGAR,0.0,0,0,26.04132,-98.29259,HOGAR REUNIÓN,UT_DENSIDAD
1054,2,C,HOGAR,0.0,0,0,26.09605,-98.29327,HOGAR REUNIÓN,UT_DENSIDAD
1055,2,C,HOGAR,0.0,0,0,26.01132,-98.3814,HOGAR REUNIÓN,UT_DENSIDAD
1056,2,C,HOGAR,0.0,0,0,26.03571,-98.342,HOGAR REUNIÓN,UT_DENSIDAD
1023,2,B,HOGAR,121.67,0,10,26.05529,-98.28269,HOGAR REUNIÓN,UT_DENSIDAD
1012,2,C,HOGAR,105.2,12,8,26.00514,-98.25797,HOGAR REUNIÓN,UT_GAS_URBANA
1013,2,C,HOGAR,111.04,12,7,26.05979,-98.41287,HOGAR REUNIÓN,UT_DENSIDAD
1014,2,C,HOGAR,98.8,12,10,26.02676,-98.27125,HOGAR REUNIÓN,UT_DENSIDAD
1015,2,C,HOGAR,116.26,13,12,26.02408,-98.39976,HOGAR REUNIÓN,UT_DENSIDAD
1016,2,C,HOGAR,116.9,13,13,25.96921,-98.26604,BARRIO COMPETIDO,UT_DENSIDAD
1017,2,BC,HOGAR,116.9,13,11,26.04827,-98.31403,HOGAR REUNIÓN,UT_DENSIDAD
1018,2,C,HOGAR,112.0,12,10,26.08398,-98.30804,HOGAR REUNIÓN,UT_DENSIDAD
1019,2,C,HOGAR,122.8,0,11,26.03387,-98.39449,HOGAR REUNIÓN,UT_DENSIDAD
1021,2,C,HOGAR,0.0,0,0,25.98395,-98.19187,HOGAR REUNIÓN,UT_DENSIDAD
1022,2,C,HOGAR,112.0,0,10,26.07911,-98.32554,HOGAR REUNIÓN,UT_DENSIDAD
964,2,C,BASE,96.0,10,10,26.00345,-98.24709,BARRIO COMPETIDO,UT_GAS_URBANA
1024,2,B,HOGAR,121.61,0,9,25.99884,-98.23915,HOGAR REUNIÓN,UT_DENSIDAD
1025,2,B,HOGAR,112.0,0,10,26.04769,-98.40773,HOGAR REUNIÓN,UT_DENSIDAD
1026,2,C,HOGAR,115.1,0,10,26.03266,-98.35633,HOGAR REUNIÓN,UT_DENSIDAD
1027,2,C,HOGAR,112.25,0,11,26.05567,-98.32805,HOGAR REUNIÓN,UT_DENSIDAD
1028,2,C,HOGAR,117.5,0,15,26.06235,-98.37929,HOGAR REUNIÓN,UT_DENSIDAD
1029,2,C,HOGAR,104.95,0,10,26.03387,-98.25722,HOGAR REUNIÓN,UT_DENSIDAD
1031,2,B,HOGAR,111.93,0,10,26.40193,-99.03187,HOGAR REUNIÓN,UT_DENSIDAD
1032,2,C,HOGAR,112.0,0,11,26.0948,-98.2772,HOGAR REUNIÓN,UT_DENSIDAD
1033,2,C,HOGAR,134.13,0,12,26.02971,-98.28762,HOGAR REUNIÓN,UT_DENSIDAD
906,2,CD,HOGAR,80.4,8,5,26.08238,-98.32488,HOGAR REUNIÓN,UT_DENSIDAD
895,2,C,HOGAR,127.87,10,10,26.07196,-98.3496,HOGAR REUNIÓN,UT_DENSIDAD
896,2,CD,HOGAR,88.38,12,10,26.03921,-98.351,HOGAR REUNIÓN,UT_DENSIDAD
897,2,C,HOGAR,127.0,10,11,26.05115,-98.34874,HOGAR REUNIÓN,UT_DENSIDAD
898,2,C,HOGAR,94.0,8,7,26.05933,-98.30631,HOGAR REUNIÓN,UT_GAS_URBANA
899,2,BC,RECESO,98.95,12,12,26.07745,-98.28304,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
901,2,C,HOGAR,96.74,10,10,26.05283,-98.29934,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
902,2,CD,HOGAR,105.0,10,8,26.06042,-98.31307,HOGAR REUNIÓN,UT_DENSIDAD
903,2,C,RECESO,96.4,9,10,26.06081,-98.29796,PARADA TÉCNICA,UT_DENSIDAD
904,2,C,HOGAR,102.4,9,7,26.18754,-98.46751,PARADA TÉCNICA,UT_CARRETERA_GAS
905,2,CD,HOGAR,96.4,10,7,26.02988,-98.23728,HOGAR REUNIÓN,UT_DENSIDAD
894,2,C,HOGAR,95.08,10,6,26.06298,-98.33505,HOGAR REUNIÓN,UT_DENSIDAD
907,2,C,HOGAR,104.2,10,10,26.05555,-98.34134,HOGAR REUNIÓN,UT_DENSIDAD
908,2,CD,HOGAR,105.1,10,13,26.04733,-98.29975,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
909,2,C,HOGAR,95.0,7,6,26.05964,-98.30874,HOGAR REUNIÓN,UT_DENSIDAD
911,2,CD,HOGAR,123.4,10,5,26.01801,-98.24324,HOGAR REUNIÓN,UT_DENSIDAD
912,2,C,HOGAR,108.0,10,8,26.0085,-98.24256,HOGAR REUNIÓN,UT_DENSIDAD
913,2,C,HOGAR,98.36,10,10,26.05574,-98.28835,HOGAR REUNIÓN,UT_DENSIDAD
914,2,B,RECESO,112.3,10,10,26.04321,-97.95335,PARADA TÉCNICA,UT_GAS_URBANA
915,2,C,HOGAR,105.74,10,10,26.07616,-98.28808,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
916,2,C,RECESO,92.0,10,6,26.05247,-97.95191,PARADA TÉCNICA,UT_DENSIDAD
917,2,C,HOGAR,214.2,10,14,26.06344,-98.37474,HOGAR REUNIÓN,UT_DENSIDAD
883,2,C,RECESO,103.3,10,8,26.0646,-98.2845,CLÁSICO,UT_GAS_URBANA
864,2,C,RECESO,0.0,0,0,26.03357,-98.26942,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
865,2,C,HOGAR,0.0,0,0,26.00448,-98.25235,HOGAR REUNIÓN,UT_DENSIDAD
866,2,C,RECESO,0.0,0,0,26.03853,-98.30021,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
875,2,BC,RECESO,107.7,10,12,26.0857,-98.29232,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
876,2,BC,HOGAR,126.0,10,10,26.08091,-98.27484,CLÁSICO,UT_TRAFICO_VEHICULAR
877,2,CD,RECESO,191.2,10,10,26.03791,-98.36191,HOGAR REUNIÓN,UT_DENSIDAD
2,2,C,HOGAR,0.0,0,0,26.04198,-98.3562,HOGAR REUNIÓN,UT_DENSIDAD
879,2,C,RECESO,110.0,10,10,26.09214,-98.2756,OFICINISTAS,UT_TRAFICO_PEATONAL
881,2,B,HOGAR,130.0,10,10,26.07699,-98.277,OFICINISTAS,UT_TRAFICO_VEHICULAR
882,2,B,RECESO,110.0,10,10,26.0883,-98.27013,CLÁSICO,UT_DENSIDAD
918,2,C,HOGAR,111.75,10,10,26.07442,-98.30989,HOGAR REUNIÓN,UT_DENSIDAD
884,2,C,BASE,122.54,8,12,26.0896,-98.27616,OFICINISTAS,UT_TRAFICO_PEATONAL
885,2,B,RECESO,110.15,10,9,25.98226,-98.09069,OFICINISTAS,UT_TRAFICO_PEATONAL
886,2,BC,BASE,94.3,10,9,26.06934,-98.29477,CLÁSICO,UT_TRAFICO_VEHICULAR
887,2,C,RECESO,188.99,0,11,26.05794,-98.29427,OFICINISTAS,UT_TRAFICO_VEHICULAR
888,2,C,HOGAR,121.0,10,14,26.06334,-98.28745,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
889,2,BC,HOGAR,133.0,10,14,26.07191,-98.27563,HOGAR REUNIÓN,UT_DENSIDAD
891,2,C,HOGAR,113.17,12,6,25.97946,-98.06868,HOGAR REUNIÓN,UT_GAS_URBANA
892,2,C,HOGAR,110.0,10,10,26.0774,-98.29348,HOGAR REUNIÓN,UT_DENSIDAD
893,2,BC,HOGAR,124.68,10,11,26.08725,-98.30295,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
953,2,C,HOGAR,98.0,10,10,26.08276,-98.28998,HOGAR REUNIÓN,UT_DENSIDAD
942,2,C,RECESO,130.0,12,9,25.9883,-98.11208,PARADA TÉCNICA,UT_GAS_URBANA
943,2,C,HOGAR,115.0,12,10,26.05403,-98.38253,HOGAR REUNIÓN,UT_DENSIDAD
944,2,C,HOGAR,120.0,10,10,25.99662,-98.06202,HOGAR REUNIÓN,UT_DENSIDAD
945,2,C,HOGAR,130.0,12,14,25.98966,-98.08214,HOGAR REUNIÓN,UT_DENSIDAD
946,2,C,HOGAR,146.0,10,12,26.03574,-98.39134,HOGAR REUNIÓN,UT_DENSIDAD
947,2,C,HOGAR,112.0,10,11,26.0662,-98.267,HOGAR REUNIÓN,UT_DENSIDAD
948,2,C,HOGAR,117.0,11,11,26.05154,-98.41472,HOGAR REUNIÓN,UT_DENSIDAD
949,2,C,RECESO,107.0,10,10,26.06029,-98.24792,HOGAR REUNIÓN,UT_GAS_URBANA
951,2,C,RECESO,130.0,12,6,26.08338,-98.30352,OFICINISTAS,UT_TRAFICO_PEATONAL
952,2,C,RECESO,130.0,10,10,26.04772,-98.30035,HOGAR REUNIÓN,UT_GAS_URBANA
941,2,C,HOGAR,122.0,11,10,26.00379,-98.25312,HOGAR REUNIÓN,UT_DENSIDAD
954,2,C,HOGAR,116.25,0,10,26.06715,-98.32452,HOGAR REUNIÓN,UT_DENSIDAD
955,2,C,HOGAR,117.0,11,12,26.00686,-98.06271,BARRIO COMPETIDO,UT_DENSIDAD
956,2,C,RECESO,121.0,10,10,25.98349,-98.08468,HOGAR REUNIÓN,UT_DENSIDAD
957,2,C,HOGAR,145.0,10,13,26.03575,-98.3799,HOGAR REUNIÓN,UT_DENSIDAD
958,2,CD,RECESO,125.0,10,12,25.99809,-98.08917,PARADA TÉCNICA,UT_DENSIDAD
959,2,B,RECESO,118.0,11,11,26.06102,-98.29517,CLÁSICO,UT_TRAFICO_VEHICULAR
961,2,C,RECESO,109.0,11,10,26.23095,-98.66727,PARADA TÉCNICA,UT_CARRETERA_GAS
962,2,C,HOGAR,136.0,10,12,26.02219,-98.27036,HOGAR REUNIÓN,UT_DENSIDAD
963,2,C,RECESO,132.0,11,12,26.06109,-98.35409,HOGAR REUNIÓN,UT_DENSIDAD
919,2,BC,HOGAR,100.0,10,10,26.05088,-98.32233,HOGAR REUNIÓN,UT_DENSIDAD
921,2,C,RECESO,132.0,10,12,26.00836,-98.20679,PARADA TÉCNICA,UT_GAS_URBANA
922,2,C,HOGAR,143.18,13,12,26.0662,-98.34108,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
923,2,C,RECESO,96.36,12,10,26.08281,-98.28388,OFICINISTAS,UT_DENSIDAD
924,2,C,HOGAR,105.26,12,10,26.06088,-98.28161,HOGAR REUNIÓN,UT_DENSIDAD
925,2,A,HOGAR,77.05,10,8,26.05698,-98.31215,HOGAR REUNIÓN,UT_DENSIDAD
926,2,C,RECESO,117.23,10,10,26.0284,-98.43882,PARADA TÉCNICA,UT_CARRETERA_GAS
927,2,C,RECESO,135.13,12,12,25.92283,-98.26913,PARADA TÉCNICA,UT_CARRETERA_GAS
928,2,BC,RECESO,112.0,12,4,26.39945,-99.02597,OFICINISTAS,UT_TRAFICO_PEATONAL
929,2,C,HOGAR,83.07,10,10,25.99169,-98.07486,HOGAR REUNIÓN,UT_DENSIDAD
858,2,C,RECESO,0.0,0,0,0.0,0.0,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
931,2,C,HOGAR,114.0,14,12,26.04801,-98.37562,HOGAR REUNIÓN,UT_DENSIDAD
932,2,C,RECESO,161.93,14,15,26.38915,-99.0183,CLÁSICO,UT_CARRETERA_GAS
933,2,C,HOGAR,124.0,11,10,26.06831,-98.305,HOGAR REUNIÓN,UT_DENSIDAD
934,2,C,HOGAR,89.4,10,10,26.05878,-98.29961,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
935,2,C,HOGAR,152.0,13,12,25.99116,-98.09066,HOGAR REUNIÓN,UT_DENSIDAD
936,2,C,RECESO,110.0,12,10,26.08377,-98.30029,CLÁSICO,UT_TRAFICO_VEHICULAR
937,2,C,BASE,75.0,6,3,26.23352,-98.59779,HOGAR REUNIÓN,UT_GAS_URBANA
938,2,C,BASE,132.0,12,10,26.39773,-99.03788,HOGAR REUNIÓN,UT_GAS_URBANA
939,2,C,RECESO,131.5,12,12,26.02647,-98.44417,PARADA TÉCNICA,UT_CARRETERA_GAS
1,2,C,HOGAR,0.0,0,0,26.00177,-98.24284,HOGAR REUNIÓN,UT_DENSIDAD
19,2,C,HOGAR,0.0,0,0,25.9944,-98.11901,HOGAR REUNIÓN,UT_DENSIDAD
18,2,C,HOGAR,0.0,0,0,26.05197,-98.28736,HOGAR REUNIÓN,UT_DENSIDAD
17,2,C,BASE,0.0,0,0,26.05687,-98.36383,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
16,2,C,HOGAR,0.0,0,0,26.02393,-98.34394,HOGAR REUNIÓN,UT_DENSIDAD
15,2,C,RECESO,0.0,0,0,26.04645,-98.32298,HOGAR REUNIÓN,UT_CARRETERA_GAS
14,2,C,RECESO,0.0,0,0,26.21178,-98.5901,PARADA TÉCNICA,UT_CARRETERA_GAS
13,2,C,BASE,0.0,0,0,25.98686,-98.09433,OFICINISTAS,UT_TRAFICO_VEHICULAR
12,2,C,HOGAR,0.0,0,0,25.99668,-98.26116,HOGAR REUNIÓN,UT_DENSIDAD
11,2,C,HOGAR,0.0,0,0,26.00828,-98.40705,HOGAR REUNIÓN,UT_DENSIDAD
8,2,C,BASE,0.0,0,0,26.04768,-98.2894,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
3,2,C,HOGAR,0.0,0,0,26.02464,-98.26098,HOGAR REUNIÓN,UT_DENSIDAD
4,2,A,HOGAR,0.0,0,0,26.04326,-98.23851,HOGAR REUNIÓN,UT_DENSIDAD
5,2,C,HOGAR,0.0,0,0,26.06397,-98.26165,HOGAR REUNIÓN,UT_DENSIDAD
7,2,C,HOGAR,0.0,0,0,26.08957,-98.33238,HOGAR REUNIÓN,UT_DENSIDAD
9,2,C,HOGAR,0.0,0,0,26.01405,-98.39384,HOGAR REUNIÓN,UT_DENSIDAD
6,2,C,HOGAR,0.0,0,0,26.02745,-98.35609,HOGAR REUNIÓN,UT_DENSIDAD
236,3,B,HOGAR,130.0,12,0,25.60325,-100.25761,HOGAR REUNIÓN,UT_DENSIDAD
345,3,A,HOGAR,97.5,10,7,25.64527,-100.37938,CLÁSICO,UT_TRAFICO_VEHICULAR
204,3,AB,BASE,122.4,12,0,25.65211,-100.37786,OFICINISTAS,UT_TRAFICO_VEHICULAR
214,3,BC,RECESO,127.36,11,0,25.66708,-100.2804,OFICINISTAS,UT_GAS_URBANA
846,3,B,HOGAR,85.22,10,0,25.65985,-100.34713,OFICINISTAS,UT_DENSIDAD
841,3,B,HOGAR,0.0,0,0,25.58732,-100.27536,HOGAR REUNIÓN,UT_DENSIDAD
221,3,AB,RECESO,168.4,12,0,25.65854,-100.35639,OFICINISTAS,UT_TRAFICO_VEHICULAR
222,3,AB,RECESO,112.0,9,0,25.6544,-100.29456,OFICINISTAS,UT_DENSIDAD
827,3,B,BASE,0.0,0,0,25.52392,-100.20669,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
234,3,A,RECESO,111.14,12,0,25.65389,-100.34217,PARADA TÉCNICA,UT_DENSIDAD
246,3,B,BASE,100.57,14,0,25.64233,-100.27841,CLÁSICO,UT_TRAFICO_VEHICULAR
167,3,BC,HOGAR,0.0,8,0,25.64782,-100.27427,CLÁSICO,UT_GAS_URBANA
237,3,B,HOGAR,127.64,12,0,25.64791,-100.29759,CLÁSICO,UT_DENSIDAD
804,3,B,HOGAR,0.0,0,0,25.54712,-100.23021,HOGAR REUNIÓN,UT_DENSIDAD
243,3,AB,RECESO,149.7,11,0,25.63751,-100.31216,PARADA TÉCNICA,UT_GAS_URBANA
242,3,BC,RECESO,0.0,8,0,25.65538,-100.29421,OFICINISTAS,UT_GAS_URBANA
241,3,BC,RECESO,97.31,10,0,25.67252,-100.35968,OFICINISTAS,UT_TRAFICO_VEHICULAR
178,3,AB,BASE,103.6,11,0,25.66035,-100.38279,OFICINISTAS,UT_TRAFICO_VEHICULAR
207,3,AB,BASE,93.6,10,0,25.65248,-100.36226,OFICINISTAS,UT_TRAFICO_VEHICULAR
169,3,AB,BASE,119.3,10,0,25.65122,-100.33959,OFICINISTAS,UT_DENSIDAD
171,3,AB,HOGAR,110.1,10,0,25.66523,-100.34199,CLÁSICO,UT_TRAFICO_PEATONAL
173,3,AB,HOGAR,99.0,8,0,25.6217,-100.29776,HOGAR REUNIÓN,UT_DENSIDAD
174,3,AB,HOGAR,0.0,12,0,25.62244,-100.28191,HOGAR REUNIÓN,UT_DENSIDAD
175,3,BC,BASE,136.0,12,0,25.64811,-100.32974,PARADA TÉCNICA,UT_GAS_URBANA
176,3,AB,HOGAR,0.0,10,0,25.63944,-100.27006,CLÁSICO,UT_TRAFICO_PEATONAL
177,3,BC,BASE,0.0,12,0,25.64667,-100.29488,CLÁSICO,UT_DENSIDAD
507,3,C,HOGAR,107.8,13,9,25.65665,-100.26909,HOGAR REUNIÓN,UT_DENSIDAD
179,3,AB,HOGAR,0.0,11,0,25.60124,-100.26406,CLÁSICO,UT_DENSIDAD
181,3,AB,HOGAR,105.65,12,10,25.6296,-100.27825,CLÁSICO,UT_TRAFICO_VEHICULAR
184,3,AB,HOGAR,0.0,11,0,25.62076,-100.28546,CLÁSICO,UT_DENSIDAD
185,3,AB,RECESO,106.96,12,6,25.66474,-100.38099,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
349,3,AB,BASE,0.0,10,0,25.65609,-100.33998,PARADA TÉCNICA,UT_DENSIDAD
504,3,B,HOGAR,0.0,13,0,25.62039,-100.28323,CLÁSICO,UT_TRAFICO_VEHICULAR
196,3,BC,RECESO,0.0,12,0,25.56563,-100.23929,PARADA TÉCNICA,UT_CARRETERA_GAS
284,3,C,RECESO,124.6,18,0,25.53601,-100.21905,PARADA TÉCNICA,UT_CARRETERA_GAS
725,3,C,HOGAR,0.0,0,0,25.66995,-100.27144,HOGAR REUNIÓN,UT_DENSIDAD
316,3,B,BASE,98.0,9,0,25.65519,-100.35268,OFICINISTAS,UT_TRAFICO_VEHICULAR
271,3,BC,HOGAR,117.2,13,0,25.63876,-100.38256,CLÁSICO,UT_TRAFICO_VEHICULAR
311,3,C,RECESO,101.0,10,0,25.59757,-100.26299,PARADA TÉCNICA,UT_CARRETERA_GAS
604,3,C,HOGAR,0.0,13,0,25.62711,-100.28613,HOGAR REUNIÓN,UT_DENSIDAD
274,3,C,RECESO,105.3,14,0,25.56632,-100.23881,PARADA TÉCNICA,UT_GAS_URBANA
276,3,BC,RECESO,109.82,17,0,25.66113,-100.39875,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
309,3,B,RECESO,77.0,14,0,25.65671,-100.36253,PARADA TÉCNICA,UT_DENSIDAD
308,3,AB,HOGAR,112.5,12,0,25.64252,-100.33347,CLÁSICO,UT_TRAFICO_VEHICULAR
584,3,C,HOGAR,0.0,13,0,25.66242,-100.29553,HOGAR REUNIÓN,UT_DENSIDAD
287,3,AB,BASE,105.34,17,0,25.58131,-100.25847,CLÁSICO,UT_DENSIDAD
656,3,C,BASE,0.0,0,0,25.66196,-100.31357,PARADA TÉCNICA,UT_GAS_URBANA
629,3,C,HOGAR,0.0,0,0,25.6821,-100.41138,HOGAR REUNIÓN,UT_DENSIDAD
295,3,C,RECESO,108.0,16,0,25.65979,-100.39622,OFICINISTAS,UT_TRAFICO_VEHICULAR
303,3,B,BASE,88.0,12,0,25.65706,-100.38443,OFICINISTAS,UT_TRAFICO_VEHICULAR
638,3,C,RECESO,0.0,0,0,25.66655,-100.27964,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
567,3,B,BASE,0.0,13,0,25.64856,-100.3572,PARADA TÉCNICA,UT_TRAFICO_PEATONAL
553,3,B,BASE,0.0,13,0,25.62432,-100.29972,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
554,3,C,RECESO,0.0,0,0,25.65033,-100.3553,OFICINISTAS,UT_DENSIDAD
774,3,C,RECESO,0.0,0,0,25.53083,-100.21282,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
251,3,C,RECESO,110.94,14,0,25.66742,-100.28471,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
252,3,B,RECESO,120.8,15,0,25.6321,-100.27243,OFICINISTAS,UT_TRAFICO_VEHICULAR
338,3,C,HOGAR,99.0,10,0,25.61578,-100.27783,CLÁSICO,UT_TRAFICO_VEHICULAR
337,3,C,HOGAR,106.0,10,0,25.66014,-100.28657,HOGAR REUNIÓN,UT_DENSIDAD
767,3,C,BASE,0.0,0,0,25.67365,-100.2749,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
336,3,C,BASE,105.0,10,0,25.63963,-100.28821,CLÁSICO,UT_TRAFICO_VEHICULAR
341,3,C,BASE,81.0,10,0,25.66711,-100.29076,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
258,3,CD,HOGAR,101.0,12,0,25.58928,-100.25288,HOGAR REUNIÓN,UT_DENSIDAD
752,3,B,BASE,169.49,0,0,25.6614,-100.40051,BARRIO COMPETIDO,UT_TRAFICO_VEHICULAR
333,3,A,HOGAR,124.0,10,0,25.57929,-100.2484,CLÁSICO,UT_DENSIDAD
577,3,C,BASE,0.0,13,0,25.5977,-100.25362,HOGAR REUNIÓN,UT_DENSIDAD
261,3,C,BASE,112.38,11,0,25.66352,-100.40939,HOGAR REUNIÓN,UT_DENSIDAD
262,3,BC,RECESO,122.83,14,0,25.65916,-100.36804,PARADA TÉCNICA,UT_TRAFICO_PEATONAL
331,3,BC,RECESO,74.0,10,0,25.67091,-100.39667,PARADA TÉCNICA,UT_GAS_URBANA
452,3,C,BASE,0.0,13,0,25.62589,-100.27324,CLÁSICO,UT_GAS_URBANA
429,3,C,BASE,0.0,13,0,25.66419,-100.33111,OFICINISTAS,UT_TRAFICO_VEHICULAR
408,3,C,HOGAR,108.84,15,11,25.60873,-100.26883,HOGAR REUNIÓN,UT_DENSIDAD
132,3,BC,HOGAR,107.67,11,10,25.64953,-100.384,OFICINISTAS,UT_DENSIDAD
413,3,C,BASE,92.17,11,5,25.62891,-100.29645,PARADA TÉCNICA,UT_GAS_URBANA
435,3,C,HOGAR,87.28,13,0,25.65787,-100.40572,HOGAR REUNIÓN,UT_DENSIDAD
442,3,C,HOGAR,0.0,13,0,25.65022,-100.2928,PARADA TÉCNICA,UT_TRAFICO_PEATONAL
436,3,BC,HOGAR,0.0,13,0,25.54982,-100.22381,CLÁSICO,UT_TRAFICO_VEHICULAR
122,3,AB,BASE,0.0,12,0,25.60406,-100.2678,HOGAR REUNIÓN,UT_DENSIDAD
121,3,BC,HOGAR,81.61,10,0,25.64548,-100.29303,CLÁSICO,UT_DENSIDAD
414,3,C,HOGAR,96.49,12,5,25.57829,-100.24148,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
443,3,A,HOGAR,0.0,13,0,25.65795,-100.43849,HOGAR REUNIÓN,UT_DENSIDAD
119,3,BC,HOGAR,0.0,12,0,25.65988,-100.29136,CLÁSICO,UT_DENSIDAD
424,3,B,HOGAR,110.5,12,4,25.6241,-100.29509,HOGAR REUNIÓN,UT_DENSIDAD
375,3,C,BASE,82.99,10,10,25.58959,-100.24934,HOGAR REUNIÓN,UT_GAS_URBANA
118,3,C,HOGAR,112.38,10,0,25.608,-100.27007,CLÁSICO,UT_DENSIDAD
116,3,BC,HOGAR,71.5,10,0,25.65226,-100.2795,HOGAR REUNIÓN,UT_DENSIDAD
113,3,AB,HOGAR,105.58,12,6,25.6422,-100.27802,CLÁSICO,UT_TRAFICO_VEHICULAR
419,3,AB,HOGAR,115.76,12,6,25.65289,-100.34605,OFICINISTAS,UT_TRAFICO_VEHICULAR
165,3,C,BASE,0.0,13,0,25.65304,-100.28399,CLÁSICO,UT_GAS_URBANA
367,3,C,RECESO,0.0,10,0,25.64841,-100.28547,CLÁSICO,UT_TRAFICO_VEHICULAR
143,3,BC,HOGAR,0.0,9,0,25.62531,-100.29113,CLÁSICO,UT_DENSIDAD
161,3,BC,BASE,75.6,9,0,25.66865,-100.40311,OFICINISTAS,UT_TRAFICO_VEHICULAR
159,3,BC,HOGAR,0.0,12,0,25.66725,-100.27725,HOGAR REUNIÓN,UT_DENSIDAD
158,3,AB,HOGAR,0.0,12,0,25.64524,-100.27484,CLÁSICO,UT_TRAFICO_VEHICULAR
157,3,AB,BASE,108.0,14,0,25.63502,-100.36374,PARADA TÉCNICA,UT_TRAFICO_VEHICULAR
162,3,CD,BASE,126.0,10,0,25.6743,-100.40425,OFICINISTAS,UT_GAS_URBANA
154,3,BC,BASE,81.97,11,5,25.67178,-100.28287,OFICINISTAS,UT_DENSIDAD
151,3,AB,HOGAR,0.0,12,0,25.62241,-100.28827,HOGAR REUNIÓN,UT_DENSIDAD
149,3,AB,BASE,0.0,13,0,25.60031,-100.26577,HOGAR REUNIÓN,UT_DENSIDAD
148,3,AB,BASE,90.06,12,0,25.62791,-100.36239,CLÁSICO,UT_DENSIDAD
391,3,BC,BASE,70.85,8,3,25.65676,-100.38827,OFICINISTAS,UT_TRAFICO_VEHICULAR
147,3,BC,BASE,0.0,12,0,25.65384,-100.28962,OFICINISTAS,UT_TRAFICO_PEATONAL
146,3,A,BASE,84.02,12,5,25.65478,-100.38306,OFICINISTAS,UT_TRAFICO_VEHICULAR
472,3,B,RECESO,0.0,13,0,25.65847,-100.36536,PARADA TÉCNICA,UT_TRAFICO_PEATONAL
471,3,B,BASE,0.0,13,0,25.65677,-100.33659,PARADA TÉCNICA,UT_DENSIDAD
139,3,AB,HOGAR,129.6,10,0,25.63525,-100.37125,CLÁSICO,UT_DENSIDAD
138,3,AB,RECESO,114.4,10,0,25.65744,-100.36574,OFICINISTAS,UT_TRAFICO_VEHICULAR
396,3,AB,RECESO,112.95,12,10,25.56043,-100.232,CLÁSICO,UT_TRAFICO_VEHICULAR
134,3,AB,RECESO,115.2,10,0,25.66256,-100.36801,OFICINISTAS,UT_TRAFICO_VEHICULAR
445,3,C,BASE,0.0,13,0,25.65845,-100.28419,OFICINISTAS,UT_TRAFICO_VEHICULAR
133,3,C,RECESO,114.67,12,0,25.66034,-100.28202,CLÁSICO,UT_TRAFICO_VEHICULAR
444,3,D,HOGAR,0.0,13,0,25.5866,-100.24493,HOGAR REUNIÓN,UT_DENSIDAD
692,4,C,HOGAR,0.0,0,0,25.64549,-100.15797,HOGAR REUNIÓN,UT_DENSIDAD
697,4,C,BASE,0.0,0,0,25.64114,-100.15849,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
701,4,C,BASE,97.88,13,0,25.66395,-100.15029,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
695,4,C,HOGAR,0.0,0,0,25.64133,-100.06171,HOGAR REUNIÓN,UT_DENSIDAD
693,4,C,HOGAR,0.0,0,0,25.68688,-100.09822,PARADA TÉCNICA,UT_DENSIDAD
52,4,C,BASE,104.08,12,6,25.65314,-100.1115,PARADA TÉCNICA,UT_GAS_URBANA
709,4,C,BASE,0.0,0,0,25.64914,-100.16257,PARADA TÉCNICA,UT_GAS_URBANA
56,4,D,HOGAR,98.35,12,7,25.67128,-100.08602,HOGAR REUNIÓN,UT_DENSIDAD
711,4,C,HOGAR,97.84,13,0,25.68007,-100.16831,HOGAR REUNIÓN,UT_DENSIDAD
712,4,B,BASE,0.0,0,0,25.63907,-100.14898,HOGAR REUNIÓN,UT_TRAFICO_VEHICULAR
267,4,C,BASE,118.0,12,13,25.67022,-100.18105,HOGAR REUNIÓN,UT_DENSIDAD
